0	0	0	-699.727	0	0	0	-699.708	0	0	0	-972.974	0	0	0	-997.568	0	0	0	-291.192	0	0	0	-272.3	0	0	0	-7.10219	0	0	0	-272.273	0	0	0	-272.254	0	0	0	-209.211	0	0	-61.88	-298.57	0	0	-291.601	-4.67588	0	0	0.531239	-209.211	0	0	4.96617	-291.192	0	0	1.03151	-88.3604	0	0	15.0286	-25.9613	0	0	1.37691	-296.868	0	0	1.4228	-699.702	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-700	-24.2938	0	0	-340.436	-5.05724	0	0	-17.9563	10.0809	0	0	-15.2069	2.46077	0	0	-2.77418	5.01411	0	0	2.17949	0	0	0	3.44708	0	0	0	1.88205	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	-700	8.18219	0	0.7	-25.3476	6.00405	0	0	-16.7082	7.56612	0	0	9.09147	0	0	0	7.49364	0	0	0	5.12799	0	0	0	4.0025	0	0	0	6.48552	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.55	-699.79	6.95715	0	5.6	5.97809	0	0	0	9.00267	0	0	0	11.2982	0	0	0	5.9843	0	0	0	6.78115	0	0	0	2.0299	0	0	0	3.31102	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.09	-700	8.09743	0	0	11.2052	0	0	0	9.6685	0	0	0	9.98192	0	0	0	10.0043	0	0	0	5.37736	0	0	0	5.314	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	-700	8.74321	0	8.82	-691.214	0	0	0	10.1108	0	0	0	10.5868	0	0	0	11.8755	0	0	0	9.68231	0	0	0	3.90315	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-699.79	9.69739	0	11.3978	10.0203	0	0	0	10.3754	0	0	0	12.0899	0	0	0	12.3	0	0	0	9.52052	0	0	0	1.00035	0	0	0	1.189	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8137	-699.79	8.62288	0	10.08	10.1794	0	0	0	8.80138	0	0	0	11.3709	0	0	0	6	0	0	0	2.14705	0	0	0	1.00573	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.9	-700	10.0338	0	8.89	7.77368	0	0	0	10.3785	0	0	0	13.2098	0	0	0	11.11	0	0	0	2.01912	0	0	0	1.00633	0	0	0	1	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-699.702	6.10107	0	7.77	-698.894	12.7899	0	0	13.9275	0	0	0	13.6973	0	0	0	8.36299	0	0	0	2.72112	0	0	0	1.99995	0	0	0	1	0	
